transaction_id,agency,transaction_type,vendor_or_employee,amount,transaction_date,status,error_flag,anomaly
31654,Defense,Benefits,Williams LLC,498160.09,2024-07-13,Rejected,False,-1
31747,Health,Payroll,Shelton-Williams,498992.02,2024-06-30,Approved,False,-1
31757,Transportation,Procurement,Becker LLC,499588.98,2025-01-05,Pending,False,-1
31795,Education,Inspection,"Rowe, Gray and Mason",1301.63,2024-08-28,Pending,False,-1
31814,Health,Payroll,"Le, Stanton and Erickson",1794.74,2025-02-13,Pending,False,-1
32062,Health,Benefits,Oliver and Sons,499051.33,2025-01-04,Approved,False,-1
32066,Education,Procurement,Prince-Mitchell,1981.43,2024-03-18,Rejected,False,-1
32106,Defense,Payroll,Carter-Harris,498264.52,2025-04-19,Approved,False,-1
32280,Health,Benefits,Russell LLC,498123.69,2026-01-10,Approved,False,-1
32397,Education,Benefits,"Suarez, Pena and Palmer",2975.72,2025-03-15,Rejected,False,-1
32776,Health,Payroll,"Leonard, Bailey and Barnes",2255.08,2025-03-03,Pending,False,-1
32897,Defense,Inspection,Anderson-Jones,1868.97,2024-11-02,Pending,False,-1
32909,Defense,Benefits,Conner Inc,497911.37,2025-05-31,Pending,False,-1
32922,Education,Payroll,"Gomez, Hebert and Schaefer",498121.94,2025-03-04,Pending,False,-1
33301,Education,Inspection,"Gutierrez, Jones and Lara",2518.96,2024-05-15,Rejected,False,-1
33314,Transportation,Procurement,Johnson-Edwards,499758.1,2024-09-25,Approved,False,-1
33320,Transportation,Benefits,"Garcia, Padilla and Hayes",211.61,2025-03-31,Pending,False,-1
33322,Defense,Benefits,Buchanan-Hill,1651.73,2024-11-28,Pending,False,-1
33335,Health,Procurement,"Anderson, Torres and Perry",1001.41,2024-06-15,Approved,False,-1
33389,Defense,Benefits,Coleman LLC,499598.28,2025-11-24,Approved,False,-1
33415,Transportation,Benefits,"Mathis, Owens and Buchanan",1357.59,2024-07-10,Approved,False,-1
33451,Defense,Procurement,"Johnson, Hicks and Ford",729.11,2024-03-31,Pending,False,-1
33517,Defense,Procurement,"Duncan, Dillon and Robbins",1853.84,2024-05-03,Approved,False,-1
33556,Transportation,Payroll,Castro Group,1904.38,2024-07-05,Approved,False,-1
33566,Defense,Payroll,Anderson-Harris,498365.45,2026-01-04,Approved,False,-1
33568,Defense,Payroll,Payne PLC,499534.63,2024-07-20,Approved,False,-1
33675,Education,Inspection,Arnold-Solomon,2714.0,2024-09-15,Approved,False,-1
33760,Transportation,Payroll,"Fisher, Clark and Bradley",498127.15,2024-04-24,Rejected,False,-1
33853,Education,Payroll,Davis Ltd,2322.78,2024-08-03,Pending,False,-1
34145,Transportation,Payroll,Mcintyre-Welch,498152.94,2025-04-02,Approved,False,-1
34254,Defense,Procurement,Mcdonald Inc,1052.87,2025-09-05,Rejected,False,-1
34435,Transportation,Inspection,"Williams, Bailey and Franklin",499781.82,2025-03-25,Rejected,False,-1
34464,Transportation,Payroll,Anderson-Cox,1223.18,2025-11-10,Rejected,False,-1
34710,Health,Inspection,"Ford, Atkins and Harrison",499894.37,2025-09-15,Approved,False,-1
34750,Education,Procurement,Miller-Roberson,498624.33,2024-08-09,Pending,False,-1
34887,Defense,Procurement,"Chen, Graves and Williams",1121.63,2025-09-24,Approved,False,-1
34893,Health,Benefits,"Shaw, Webster and Rogers",499047.31,2024-08-16,Rejected,False,-1
35006,Health,Benefits,Thomas-Poole,571.42,2025-12-22,Approved,False,-1
35035,Transportation,Payroll,Allen Inc,499537.92,2024-09-10,Approved,False,-1
35041,Defense,Procurement,Brooks-Tanner,499450.1,2025-02-20,Rejected,False,-1
35263,Transportation,Payroll,"Smith, Townsend and Davis",498079.8,2025-04-23,Pending,False,-1
35508,Education,Procurement,Charles and Sons,187.61,2025-09-06,Approved,False,-1
35556,Education,Payroll,Murphy Group,499323.52,2026-02-02,Pending,False,-1
35722,Education,Benefits,Bates Inc,499089.23,2025-11-21,Pending,False,-1
35747,Transportation,Inspection,"Williams, White and Chen",673.5,2025-12-03,Pending,False,-1
35924,Education,Benefits,Boyd Inc,498590.27,2025-05-29,Pending,False,-1
35993,Transportation,Procurement,Richardson-Miller,498894.52,2024-10-24,Approved,False,-1
35995,Defense,Procurement,Campbell Inc,498553.0,2025-04-14,Approved,False,-1
36104,Defense,Benefits,Odonnell-Roberts,498933.83,2025-06-13,Approved,False,-1
36419,Health,Benefits,Matthews Group,2564.77,2024-07-18,Rejected,False,-1
36513,Health,Inspection,Chen-Johnston,1538.04,2024-02-11,Approved,False,-1
36624,Education,Inspection,Garcia LLC,3025.45,2024-11-05,Pending,False,-1
36655,Education,Procurement,Davidson Ltd,499915.79,2024-06-02,Rejected,False,-1
36758,Defense,Procurement,Coleman-Sullivan,498260.69,2025-04-13,Pending,False,-1
36801,Health,Payroll,Rowe Ltd,758.9,2025-04-12,Rejected,False,-1
37161,Education,Benefits,"Perez, Roberts and Rose",1842.38,2024-10-06,Pending,False,-1
37217,Defense,Procurement,Nelson-Brown,1690.5,2025-05-31,Pending,False,-1
37307,Defense,Inspection,"Perkins, Gomez and Wu",499565.31,2024-03-22,Pending,False,-1
37500,Education,Payroll,Ryan Group,2408.5,2025-02-23,Approved,False,-1
37680,Health,Procurement,Bailey-Banks,246.77,2024-04-14,Approved,False,-1
37753,Transportation,Payroll,Smith-Vargas,1262.51,2025-03-07,Rejected,False,-1
37917,Defense,Inspection,Camacho LLC,498128.23,2024-07-09,Pending,False,-1
37936,Health,Benefits,"Brown, Smith and Bates",1388.37,2025-08-02,Rejected,False,-1
38009,Health,Payroll,Howard-Forbes,499397.01,2024-03-25,Approved,False,-1
38108,Education,Payroll,Hunt-Yu,3146.43,2025-08-27,Pending,False,-1
38173,Defense,Inspection,Jackson-Reese,2237.34,2024-08-18,Rejected,False,-1
38292,Health,Inspection,"Reynolds, Hendrix and Pugh",2199.91,2025-02-05,Approved,False,-1
38337,Transportation,Payroll,"Benson, Pena and Grant",1997.58,2025-12-12,Approved,False,-1
38427,Defense,Benefits,"Green, Gomez and Wallace",2771.07,2025-05-25,Rejected,False,-1
38429,Health,Payroll,"Martinez, Thompson and Lang",498322.65,2025-05-30,Pending,False,-1
38444,Health,Benefits,"Chambers, Glass and Phillips",2239.51,2024-10-03,Rejected,False,-1
38522,Health,Benefits,Baird-Reynolds,921.16,2025-02-09,Approved,False,-1
38577,Transportation,Payroll,"Carroll, Gonzalez and Doyle",1313.68,2025-01-10,Pending,False,-1
38709,Health,Payroll,Sanchez Ltd,499194.17,2024-12-09,Pending,False,-1
38772,Defense,Benefits,Davidson LLC,499966.89,2024-12-04,Approved,False,-1
39351,Health,Inspection,Williams-Burns,2061.92,2025-11-05,Approved,False,-1
39486,Health,Procurement,Lozano-Reed,1846.17,2024-04-15,Approved,False,-1
39629,Defense,Procurement,Marquez-Andrews,498362.18,2024-05-30,Pending,False,-1
39643,Transportation,Procurement,Mendoza-Larson,498226.13,2024-12-04,Approved,False,-1
39955,Education,Payroll,Miles Group,2467.42,2024-02-27,Approved,False,-1
39977,Defense,Payroll,Fields-Neal,2505.55,2025-08-26,Approved,False,-1
40171,Education,Payroll,"Vaughn, Osborne and Young",498801.39,2024-11-14,Approved,False,-1
40215,Education,Inspection,Jones-Adams,1760.18,2024-06-14,Approved,False,-1
40225,Education,Benefits,"Palmer, Boyer and Taylor",875.75,2025-05-09,Pending,False,-1
40232,Education,Payroll,"Lee, Decker and Velazquez",2425.64,2024-04-06,Rejected,False,-1
40281,Transportation,Payroll,Frederick LLC,1989.76,2024-03-15,Approved,False,-1
40389,Health,Benefits,"King, Lowe and Phillips",1812.5,2025-07-10,Rejected,False,-1
40432,Defense,Benefits,Hamilton-Solomon,499981.22,2025-08-06,Pending,False,-1
40454,Education,Payroll,Hansen PLC,812.57,2025-08-20,Rejected,False,-1
40464,Transportation,Procurement,Fisher Group,1355.83,2025-12-05,Approved,False,-1
40544,Defense,Payroll,Rogers-Brown,1104.48,2024-10-12,Approved,False,-1
40909,Health,Payroll,Wilson-Proctor,263.25,2024-03-15,Pending,False,-1
40973,Defense,Payroll,"Hubbard, Hernandez and Leon",2109.79,2024-10-30,Approved,False,-1
41272,Education,Inspection,Martin-Farley,499700.21,2025-06-26,Pending,False,-1
41313,Transportation,Inspection,"Guzman, Burch and Fisher",3140.87,2025-12-10,Pending,False,-1
41351,Defense,Inspection,"Fuller, Morgan and Underwood",1331.79,2025-02-09,Rejected,False,-1
41417,Health,Payroll,Hernandez-Adams,498699.79,2025-08-11,Approved,False,-1
41510,Health,Payroll,Marsh LLC,2240.81,2024-05-18,Rejected,False,-1
41803,Transportation,Payroll,Jennings-Gonzalez,498818.52,2025-05-26,Pending,False,-1
41849,Defense,Payroll,"Ward, Cox and Ruiz",498229.24,2025-12-14,Pending,False,-1
41989,Health,Inspection,Crawford and Sons,2097.59,2025-05-28,Rejected,False,-1
42213,Transportation,Payroll,"Snyder, Johnson and Carey",2988.48,2024-05-26,Approved,False,-1
42274,Education,Benefits,Jones-Cox,499472.64,2025-11-24,Pending,False,-1
42311,Health,Benefits,Hart-Stanley,498555.02,2025-05-08,Pending,False,-1
42316,Education,Procurement,Harris-Hartman,498628.68,2024-06-28,Pending,False,-1
42431,Health,Benefits,Mcdonald and Sons,1039.4,2024-05-26,Pending,False,-1
42643,Health,Benefits,Watkins Inc,499017.15,2025-01-15,Pending,False,-1
42646,Defense,Payroll,Good-Carrillo,498817.76,2024-02-10,Approved,False,-1
42874,Defense,Procurement,Fernandez-Brown,498982.96,2025-09-25,Rejected,False,-1
43193,Defense,Procurement,Holder and Sons,499241.09,2025-05-19,Approved,False,-1
43426,Transportation,Procurement,Jennings-Rosales,736.0,2024-08-09,Rejected,False,-1
43664,Defense,Inspection,Rodriguez-Mann,499909.3,2024-08-22,Rejected,False,-1
43819,Education,Procurement,"Andersen, Evans and Cohen",499305.38,2024-05-21,Pending,False,-1
43857,Defense,Inspection,"Nguyen, Mullins and Sampson",499288.62,2025-03-27,Rejected,False,-1
43874,Defense,Inspection,Allen Ltd,2029.11,2026-01-24,Approved,False,-1
43890,Health,Benefits,Haynes-Powell,2315.99,2024-08-02,Rejected,False,-1
43907,Transportation,Inspection,Lopez PLC,497940.57,2024-04-07,Approved,False,-1
43932,Education,Inspection,Montoya-Clark,498373.2,2025-06-10,Approved,False,-1
43939,Defense,Procurement,"Morales, Monroe and Rollins",498078.91,2024-03-11,Pending,False,-1
43962,Transportation,Procurement,Peterson Inc,215.34,2025-04-02,Approved,False,-1
44014,Defense,Benefits,"Silva, Schneider and Reeves",499029.23,2026-01-21,Rejected,False,-1
44132,Education,Inspection,"Cooper, Miller and Byrd",2549.64,2024-12-13,Pending,False,-1
44687,Transportation,Payroll,Barnett-Marks,1241.29,2024-12-24,Rejected,False,-1
44799,Health,Inspection,"Diaz, Singleton and Jackson",498473.16,2024-10-31,Pending,False,-1
44829,Defense,Payroll,"Ellis, Mueller and Taylor",271.71,2024-05-21,Approved,False,-1
45053,Health,Benefits,Gray and Sons,1937.27,2024-03-19,Approved,False,-1
45058,Education,Benefits,"Shields, Lowe and Carlson",1214.52,2025-03-27,Rejected,False,-1
45160,Health,Inspection,Alvarez LLC,2358.54,2024-11-08,Approved,False,-1
45215,Transportation,Benefits,Wright LLC,530.73,2025-11-17,Pending,False,-1
45270,Defense,Payroll,Goodwin-Potter,498534.84,2024-06-10,Pending,False,-1
45380,Defense,Inspection,Rogers-Sanchez,2461.61,2026-01-25,Approved,False,-1
45520,Defense,Inspection,"Edwards, Johnson and Greene",2102.26,2025-04-24,Rejected,False,-1
45550,Defense,Payroll,Gonzales-Smith,498402.75,2024-03-31,Approved,False,-1
45724,Defense,Inspection,Gonzales Ltd,2298.21,2025-12-19,Approved,False,-1
46042,Transportation,Procurement,Castaneda-Burke,499018.97,2025-04-09,Rejected,False,-1
46174,Education,Procurement,Bradshaw-Herrera,2646.26,2025-02-13,Approved,False,-1
46384,Health,Benefits,Hall LLC,1846.17,2025-05-05,Approved,False,-1
46426,Education,Procurement,"Scott, Barber and Guerrero",415.7,2025-10-26,Approved,False,-1
46686,Education,Payroll,Hutchinson-Smith,1503.3,2025-04-13,Approved,False,-1
46763,Education,Payroll,"Bishop, Lopez and Cruz",2380.14,2025-06-12,Pending,False,-1
46822,Transportation,Benefits,Mitchell Inc,836.4,2025-12-21,Rejected,False,-1
46874,Education,Benefits,"Harvey, Williams and Hughes",498185.73,2025-03-28,Approved,False,-1
46945,Transportation,Procurement,Blair Inc,137.12,2024-07-29,Rejected,False,-1
47002,Health,Benefits,Schmidt-Aguilar,2015.68,2025-09-05,Approved,False,-1
47032,Transportation,Inspection,Keith-Black,189.22,2024-03-18,Pending,False,-1
47062,Defense,Payroll,Juarez-Robinson,197.03,2025-10-05,Pending,False,-1
47075,Education,Procurement,Zamora-Johnson,499947.19,2024-10-14,Pending,False,-1
47179,Defense,Procurement,"Adams, Paul and Lopez",3131.15,2025-04-08,Pending,False,-1
47188,Defense,Payroll,Cole-Simon,428.33,2024-10-06,Approved,False,-1
47200,Education,Payroll,Warren-Stone,498063.44,2024-04-13,Pending,False,-1
47485,Defense,Inspection,Myers PLC,2553.0,2025-08-18,Approved,False,-1
47559,Education,Payroll,Moore Ltd,498885.76,2025-10-27,Pending,False,-1
47606,Education,Payroll,"Rodriguez, Fitzpatrick and Brown",1085.32,2025-08-18,Approved,False,-1
47640,Defense,Benefits,"Warren, Wilson and Wade",862.28,2025-04-11,Approved,False,-1
47642,Transportation,Benefits,Kidd-King,2556.54,2024-05-27,Pending,False,-1
47725,Transportation,Benefits,"Davis, Richards and Perkins",1411.06,2026-01-28,Rejected,False,-1
47829,Defense,Inspection,Davila Inc,498886.56,2025-10-26,Pending,False,-1
47851,Defense,Payroll,Sullivan-Wu,499981.69,2024-06-17,Rejected,False,-1
47944,Defense,Procurement,"Tucker, Bailey and Petersen",498740.19,2024-03-20,Approved,False,-1
48070,Education,Inspection,Lawson-Lee,2979.55,2025-12-25,Approved,False,-1
48432,Transportation,Procurement,York-Maddox,498687.46,2024-07-17,Approved,False,-1
48659,Transportation,Inspection,Castillo-Vaughn,499809.73,2025-04-30,Rejected,False,-1
48682,Transportation,Payroll,Garcia and Sons,498221.33,2025-07-01,Rejected,False,-1
48701,Transportation,Procurement,"Gonzalez, Taylor and Guerrero",2709.4,2025-05-20,Approved,False,-1
48745,Education,Procurement,Jensen-Hayes,448.08,2024-03-08,Pending,False,-1
48830,Health,Payroll,Thompson-Wilson,498063.68,2024-07-30,Approved,False,-1
48876,Defense,Payroll,Hampton-Monroe,1962.13,2025-04-15,Rejected,False,-1
48897,Defense,Payroll,Morgan LLC,2934.41,2025-09-12,Rejected,False,-1
48945,Defense,Payroll,Thomas PLC,259.88,2025-04-19,Rejected,False,-1
49021,Defense,Inspection,"Jackson, Obrien and Coleman",2371.87,2025-08-23,Pending,False,-1
49260,Transportation,Benefits,Phelps-Romero,499875.22,2026-01-23,Rejected,False,-1
49266,Health,Payroll,Mccarthy-Watts,498323.27,2025-10-09,Pending,False,-1
49340,Education,Procurement,"King, Reese and Carter",499730.97,2024-11-23,Rejected,False,-1
49416,Health,Procurement,"Patton, Williams and Schmidt",498385.99,2025-01-27,Rejected,False,-1
49469,Transportation,Benefits,"Cummings, Small and Martinez",1716.62,2025-05-25,Approved,False,-1
49472,Transportation,Benefits,"Cox, Hanson and Ortega",2368.02,2025-08-14,Approved,False,-1
49595,Health,Benefits,Roy-Brewer,504.63,2024-02-24,Rejected,False,-1
49839,Education,Inspection,Garrison PLC,982.77,2025-07-22,Approved,False,-1
49843,Defense,Procurement,Thomas LLC,498919.43,2024-07-27,Pending,False,-1
49910,Transportation,Inspection,"Lee, Rice and Jackson",499044.67,2024-12-21,Approved,False,-1
50049,Defense,Inspection,"Stewart, Powell and Cantu",499571.7,2024-05-10,Approved,False,-1
50069,Education,Procurement,Gilbert and Sons,1703.75,2024-11-19,Pending,False,-1
50102,Health,Benefits,Simmons-Murillo,499848.25,2024-09-18,Rejected,False,-1
50330,Education,Procurement,"Salinas, Johnson and Jones",2476.42,2025-12-08,Pending,False,-1
50569,Education,Payroll,"Wilkins, Martinez and Reese",499748.07,2025-09-04,Pending,False,-1
50680,Health,Benefits,Bell-Hill,499289.05,2024-09-16,Approved,False,-1
50763,Health,Benefits,"Lamb, Flores and Martin",498573.05,2024-05-01,Pending,False,-1
50847,Defense,Benefits,Edwards Group,499681.32,2025-10-06,Rejected,False,-1
50851,Education,Inspection,Lane and Sons,498054.28,2024-05-11,Pending,False,-1
51069,Defense,Procurement,"Lopez, Massey and Yu",708.55,2025-04-08,Rejected,False,-1
51093,Health,Benefits,"Peterson, Price and Short",498362.83,2025-03-10,Pending,False,-1
51152,Health,Procurement,Keller-Bell,932.26,2024-04-17,Approved,False,-1
51205,Transportation,Payroll,"Carpenter, Walsh and Curry",499664.88,2025-02-26,Pending,False,-1
51242,Education,Procurement,"Meyer, Lane and Hutchinson",498475.4,2024-12-26,Approved,False,-1
51380,Health,Procurement,"Kaufman, Lawrence and Haney",1516.99,2025-01-10,Approved,False,-1
51439,Education,Payroll,"Dunn, Perez and Davis",238.24,2025-09-05,Approved,False,-1
51454,Education,Procurement,Hansen-Cruz,1690.96,2025-06-04,Approved,False,-1
51491,Transportation,Inspection,Flores Group,969.76,2025-08-15,Approved,False,-1
51525,Education,Inspection,"Hayes, Wilson and Page",2594.31,2024-05-29,Rejected,False,-1
51632,Transportation,Inspection,"Santiago, Callahan and Chavez",394.22,2025-11-06,Pending,False,-1
52048,Health,Inspection,"Lee, Price and Nichols",2854.37,2025-10-23,Rejected,False,-1
52124,Health,Procurement,"Schultz, Lara and Hernandez",499316.92,2024-02-26,Pending,False,-1
52337,Defense,Inspection,"Greene, Villa and Gonzalez",498905.54,2024-09-10,Pending,False,-1
52396,Transportation,Procurement,"Herring, Coleman and Peterson",589.11,2025-09-01,Rejected,False,-1
52523,Health,Payroll,Clark Ltd,498353.38,2025-08-09,Rejected,False,-1
52548,Defense,Payroll,Gregory and Sons,925.73,2024-07-11,Approved,False,-1
52637,Education,Procurement,Odom Group,499028.38,2025-07-16,Rejected,False,-1
52681,Health,Payroll,Fleming-King,498180.37,2025-12-23,Rejected,False,-1
52695,Health,Inspection,"Powell, Mata and Salinas",424.33,2025-02-09,Pending,False,-1
52803,Defense,Procurement,Higgins-Boone,498698.59,2025-10-04,Approved,False,-1
52845,Transportation,Inspection,Sawyer-Johnston,537.56,2025-01-14,Rejected,False,-1
52915,Health,Benefits,"Gomez, Huber and Johnson",1516.99,2025-05-21,Approved,False,-1
52938,Education,Inspection,Wilson-Bennett,1578.91,2025-12-08,Pending,False,-1
52969,Health,Payroll,Rogers and Sons,498281.95,2025-04-10,Approved,False,-1
53096,Transportation,Benefits,"Sanders, Walker and Butler",2629.5,2024-11-10,Rejected,False,-1
53229,Education,Procurement,"Sanders, Palmer and Jackson",998.6,2024-03-29,Rejected,False,-1
53323,Defense,Procurement,Pruitt Group,2079.05,2025-07-05,Rejected,False,-1
53464,Transportation,Payroll,Taylor Ltd,498501.73,2024-08-04,Pending,False,-1
53495,Defense,Benefits,Austin Group,516.9,2024-03-20,Rejected,False,-1
53497,Education,Payroll,Hamilton-Williams,117.19,2024-12-18,Pending,False,-1
53527,Transportation,Procurement,Alvarez Group,2934.18,2025-09-09,Pending,False,-1
53545,Education,Benefits,Hurst Ltd,627.01,2025-12-21,Approved,False,-1
53804,Education,Benefits,"Hartman, Patel and Freeman",499509.17,2025-12-12,Pending,False,-1
53865,Transportation,Benefits,Patel-Jones,499021.71,2024-07-06,Pending,False,-1
54030,Transportation,Benefits,Fitzpatrick Group,2972.29,2024-07-05,Rejected,False,-1
54094,Transportation,Inspection,Dean Ltd,498941.85,2024-02-17,Pending,False,-1
54193,Health,Payroll,Wood and Sons,2086.75,2024-04-10,Rejected,False,-1
54382,Health,Payroll,Mclaughlin Inc,2907.04,2025-01-19,Rejected,False,-1
54512,Health,Inspection,Castro-Green,2295.43,2025-02-20,Rejected,False,-1
54692,Defense,Payroll,Blackwell PLC,499580.43,2024-09-05,Approved,False,-1
54737,Defense,Benefits,Richardson-Harris,1985.55,2025-10-12,Rejected,False,-1
54860,Transportation,Benefits,Orozco and Sons,499019.85,2024-03-12,Pending,False,-1
54930,Education,Procurement,Pena and Sons,499016.15,2025-02-19,Approved,False,-1
55069,Education,Payroll,"Hardy, Smith and Baker",199.09,2025-09-16,Rejected,False,-1
